"id","item_group_id","title","description","link","image_link","price","availability","condition","google_product_category","product_type","additional_image_link","sale_price","brand","gender","age_group","size","size_type","shipping","custom_label_0","adwords_redirect"
"DASHKIT-RENTAL","DASHKIT","Rental Property Income Tracker - Google Sheets & Excel Spreadsheet Template","List your properties once, log income and expenses in one flat ledger, and read cash flow, gross yield and cash-on-cash return per property and across the whole portfolio. Room for twelve properties and two hundred ledger rows. Formula-only - no macros, no scripts, nothing locked. Works in Google Sheets and Microsoft Excel. Instant download of three files, including a free guide that puts the same dashboard on your phone, running privately in your own Google account.","https://atlasteam.gumroad.com/l/gsbcxn?utm_source=Pinterest&utm_campaign=catalog","https://atlasventuresgroup.net/assets/dashkit/rental-1-hero.png","8.99 USD","in stock","new","Software > Computer Software > Business & Productivity Software","Spreadsheets > Finance Dashboards > Rental Property","https://atlasventuresgroup.net/assets/dashkit/rental-3-dashboard.png,https://atlasventuresgroup.net/assets/dashkit/rental-2-mobile.png,https://atlasventuresgroup.net/assets/dashkit/rental-10-start.png","","DashKitLabs","","","","","","Rental Property & Landlord Spreadsheets","https://atlasteam.gumroad.com/l/gsbcxn?utm_source=Pinterest&utm_campaign=catalog"
