"id","item_group_id","title","description","link","image_link","price","availability","condition","google_product_category","product_type","additional_image_link","sale_price","brand","gender","age_group","size","size_type","shipping","custom_label_0","adwords_redirect"
"DASHKIT-FREELANCE","DASHKIT","Freelancer Income & Expense Tracker - Google Sheets & Excel Spreadsheet Template","One log for everything you earn and spend, and a dashboard that reports profit, the tax to set aside, what you keep after tax, your effective hourly rate, runway in months and revenue by client. Tax is calculated on profit rather than revenue and you set your own rate, so no country or tax regime is assumed. Formula-only, works in Google Sheets and Microsoft Excel. Instant download of three files, including a free guide that puts the same dashboard on your phone. An operational tool, not tax advice.","https://atlasteam.gumroad.com/l/jzukz?utm_source=Pinterest&utm_campaign=catalog","https://atlasventuresgroup.net/assets/dashkit/freelancer-1-hero.png","8.99 USD","in stock","new","Software > Computer Software > Business & Productivity Software","Spreadsheets > Finance Dashboards > Freelance & Self-Employed","https://atlasventuresgroup.net/assets/dashkit/freelancer-3-dashboard.png,https://atlasventuresgroup.net/assets/dashkit/freelancer-2-mobile.png,https://atlasventuresgroup.net/assets/dashkit/freelancer-10-start.png","","DashKitLabs","","","","","","Freelance Income, Expense & Tax Spreadsheets","https://atlasteam.gumroad.com/l/jzukz?utm_source=Pinterest&utm_campaign=catalog"
